Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿Cuál es un ingrediente principal de galletas de hierro en España?,"['ají amarillo', 'verdura', 'plátano', 'huevo']",huevo,galletas de hierro,España,main ingredient
¿En qué país es tradicionalmente popular el plato galletas de hierro?,"['México', 'España', 'Venezuela', 'Perú']",España,galletas de hierro,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sopa de menta?,"['Venezuela', 'España', 'Colombia', 'Perú']",España,Sopa de menta,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato mostachón?,"['Venezuela', 'España', 'México', 'Perú']",España,mostachón,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tagarninas o cardillos?,"['Argentina', 'México', 'España', 'Perú']",España,Tagarninas o cardillos,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Hojaldres de Astorga?,"['Perú', 'Venezuela', 'España', 'Argentina']",España,Hojaldres de Astorga,España,country of traditional dish
¿Cuál es un ingrediente principal de Guirlache en España?,"['carne deshebrada', 'camarón', 'almendra', 'harina de arroz']",almendra,Guirlache,España,main ingredient
¿En qué país es tradicionalmente popular el plato Guirlache?,"['México', 'España', 'Perú', 'Argentina']",España,Guirlache,España,country of traditional dish
¿Cuál es un ingrediente principal de Pan de Cea en España?,"['Anchoa', 'pan blanco', 'brioche', 'masa madre']",masa madre,Pan de Cea,España,main ingredient
¿En qué país es tradicionalmente popular el plato Pan de Cea?,"['Argentina', 'España', 'Perú', 'México']",España,Pan de Cea,España,country of traditional dish
¿Cuál es un ingrediente principal de salmorejo en España?,"['galleta de chocolate', 'bicarbonato', 'membrillo', 'ajo']",ajo,salmorejo,España,main ingredient
¿En qué país es tradicionalmente popular el plato salmorejo?,"['Colombia', 'Perú', 'España', 'Argentina']",España,salmorejo,España,country of traditional dish
¿Cuál es un ingrediente principal de Arroz al horno en España?,"['ajo', 'aguacate', 'salsa de queso', 'pasta']",ajo,Arroz al horno,España,main ingredient
¿En qué país es tradicionalmente popular el plato Arroz al horno?,"['Colombia', 'México', 'España', 'Argentina']",España,Arroz al horno,España,country of traditional dish
¿Cuál es un ingrediente principal de tortilla de patatas en España?,"['huevo de gallina', 'bollo', 'masa', 'carne de cordero']",huevo de gallina,tortilla de patatas,España,main ingredient
¿En qué país es tradicionalmente popular el plato tortilla de patatas?,"['Argentina', 'Venezuela', 'Colombia', 'España']",España,tortilla de patatas,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de Sant Jordi?,"['España', 'Argentina', 'Venezuela', 'México']",España,Pan de Sant Jordi,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Lunes de Quasimodo?,"['Venezuela', 'Colombia', 'Perú', 'España']",España,Lunes de Quasimodo,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Atascaburras?,"['Venezuela', 'México', 'Argentina', 'España']",España,Atascaburras,España,country of traditional dish
¿Cuál es un ingrediente principal de Mostillo de mel en España?,"['Salo', 'miel', 'leche cruda', 'tripas']",miel,Mostillo de mel,España,main ingredient
¿En qué país es tradicionalmente popular el plato Mostillo de mel?,"['México', 'Argentina', 'Venezuela', 'España']",España,Mostillo de mel,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato pastel de boniato?,"['Perú', 'Colombia', 'Argentina', 'España']",España,pastel de boniato,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Avellanate?,"['México', 'España', 'Colombia', 'Perú']",España,Avellanate,España,country of traditional dish
¿Cuál es un ingrediente principal de Mona de Pascua en España?,"['masa', 'tomate', 'chorizo', 'carne de pavo']",masa,Mona de Pascua,España,main ingredient
¿En qué país es tradicionalmente popular el plato Mona de Pascua?,"['Venezuela', 'Perú', 'España', 'México']",España,Mona de Pascua,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Turrón de Jijona?,"['Perú', 'Argentina', 'México', 'España']",España,Turrón de Jijona,España,country of traditional dish
¿Cuál es un ingrediente principal de Ropa vieja en España?,"['azúcar glas', 'Piñón', 'carne de vaca deshebrada', 'higo']",carne de vaca deshebrada,Ropa vieja,España,main ingredient
¿En qué país es tradicionalmente popular el plato Ropa vieja?,"['México', 'Venezuela', 'Colombia', 'España']",España,Ropa vieja,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Fabiola?,"['México', 'Perú', 'Argentina', 'España']",España,Fabiola,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato mantecado de Estepa?,"['España', 'Venezuela', 'Colombia', 'México']",España,mantecado de Estepa,España,country of traditional dish
¿Cuál es un ingrediente principal de andrajos en España?,"['crema pastelera', 'harina de almendra', 'conejo', 'tinta de calamar']",conejo,andrajos,España,main ingredient
¿En qué país es tradicionalmente popular el plato andrajos?,"['Venezuela', 'México', 'España', 'Colombia']",España,andrajos,España,country of traditional dish
¿Cuál es un ingrediente principal de Garroticos en España?,"['jamón', 'hojaldre', 'fruta confitada', 'perejil']",hojaldre,Garroticos,España,main ingredient
¿En qué país es tradicionalmente popular el plato Garroticos?,"['Argentina', 'Venezuela', 'España', 'México']",España,Garroticos,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato chanfaina?,"['Venezuela', 'España', 'Perú', 'Colombia']",España,chanfaina,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato puchero de hinojos?,"['Venezuela', 'España', 'México', 'Perú']",España,puchero de hinojos,España,country of traditional dish
¿Cuál es un ingrediente principal de Mantecadas de Astorga en España?,"['levadura de panadería', 'col', 'agua', 'harina']",harina,Mantecadas de Astorga,España,main ingredient
¿En qué país es tradicionalmente popular el plato Mantecadas de Astorga?,"['Colombia', 'España', 'Venezuela', 'México']",España,Mantecadas de Astorga,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de pintera?,"['España', 'Argentina', 'Perú', 'Colombia']",España,Pan de pintera,España,country of traditional dish
¿Cuál es un ingrediente principal de Leche frita en España?,"['jugo de naranja', 'ají amarillo', 'agua', 'harina']",harina,Leche frita,España,main ingredient
¿En qué país es tradicionalmente popular el plato Leche frita?,"['México', 'Colombia', 'Venezuela', 'España']",España,Leche frita,España,country of traditional dish
¿Cuál es un ingrediente principal de Fabada en España?,"['mozzarella', 'arroz', 'Morcilla de Asturias', 'tortilla de trigo']",Morcilla de Asturias,Fabada,España,main ingredient
¿En qué país es tradicionalmente popular el plato Fabada?,"['Venezuela', 'España', 'Colombia', 'Argentina']",España,Fabada,España,country of traditional dish
¿Cuál es un ingrediente principal de carcamusa en España?,"['plátano', 'clara de huevo', 'carne de cerdo', 'morrón']",carne de cerdo,carcamusa,España,main ingredient
¿En qué país es tradicionalmente popular el plato carcamusa?,"['Argentina', 'Venezuela', 'México', 'España']",España,carcamusa,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato gañote?,"['España', 'Colombia', 'México', 'Venezuela']",España,gañote,España,country of traditional dish
¿Cuál es un ingrediente principal de Gofio en España?,"['cereal', 'papas fritas', 'ropa vieja', 'legumbre']",cereal,Gofio,España,main ingredient
¿En qué país es tradicionalmente popular el plato Gofio?,"['Argentina', 'Perú', 'México', 'España']",España,Gofio,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Bollo sevillano?,"['Venezuela', 'España', 'Colombia', 'Perú']",España,Bollo sevillano,España,country of traditional dish
¿Cuál es un ingrediente principal de Escalivada en España?,"['picatostes', 'trigo', 'dulce de membrillo', 'berenjena']",berenjena,Escalivada,España,main ingredient
¿En qué país es tradicionalmente popular el plato Escalivada?,"['Colombia', 'Venezuela', 'España', 'México']",España,Escalivada,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pastelito de Gloria?,"['Perú', 'Colombia', 'México', 'España']",España,Pastelito de Gloria,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Piñonate?,"['Argentina', 'España', 'Perú', 'México']",España,Piñonate,España,country of traditional dish
¿Cuál es un ingrediente principal de lechón en España?,"['lechón', 'zumo', 'cerdo', 'chile jalapeño']",lechón,lechón,España,main ingredient
¿En qué país es tradicionalmente popular el plato lechón?,"['México', 'Venezuela', 'España', 'Perú']",España,lechón,España,country of traditional dish
¿Cuál es un ingrediente principal de Gazpachuelo en España?,"['azafrán', 'ajo', 'chile jalapeño', 'morcilla']",ajo,Gazpachuelo,España,main ingredient
¿En qué país es tradicionalmente popular el plato Gazpachuelo?,"['España', 'Perú', 'Venezuela', 'México']",España,Gazpachuelo,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cocido de Lalín?,"['México', 'Argentina', 'Colombia', 'España']",España,Cocido de Lalín,España,country of traditional dish
¿Cuál es un ingrediente principal de Mazapán de Toledo en España?,"['almendra', 'alcaparra', 'brioche', 'mazapán']",almendra,Mazapán de Toledo,España,main ingredient
¿En qué país es tradicionalmente popular el plato Mazapán de Toledo?,"['México', 'Argentina', 'España', 'Perú']",España,Mazapán de Toledo,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Corbata?,"['Perú', 'Argentina', 'España', 'Colombia']",España,Corbata,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato bollo de panizo?,"['Venezuela', 'México', 'Perú', 'España']",España,bollo de panizo,España,country of traditional dish
¿Cuál es un ingrediente principal de churro en España?,"['relleno', 'Piñón', 'harina', 'Ensaladilla']",harina,churro,España,main ingredient
¿En qué país es tradicionalmente popular el plato churro?,"['Colombia', 'España', 'Argentina', 'Perú']",España,churro,España,country of traditional dish
¿Cuál es un ingrediente principal de ajoblanco en España?,"['carne de cerdo', 'ajo', 'chile jalapeño', 'verdura']",ajo,ajoblanco,España,main ingredient
¿En qué país es tradicionalmente popular el plato ajoblanco?,"['España', 'México', 'Perú', 'Colombia']",España,ajoblanco,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Alpisteras de Sanlúcar de Barrameda?,"['Colombia', 'México', 'España', 'Argentina']",España,Alpisteras de Sanlúcar de Barrameda,España,country of traditional dish
¿Cuál es un ingrediente principal de Cocido madrileño en España?,"['pescado', 'garbanzo', 'pargo rojo', 'carne de res']",garbanzo,Cocido madrileño,España,main ingredient
¿En qué país es tradicionalmente popular el plato Cocido madrileño?,"['Perú', 'Venezuela', 'Argentina', 'España']",España,Cocido madrileño,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Lechazo asado (cordero lechal)?,"['Argentina', 'Colombia', 'Venezuela', 'España']",España,Lechazo asado (cordero lechal),España,country of traditional dish
